car_name,brand,model,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,seats,selling_price
Maruti Wagon R,Maruti,Wagon R,5,63200,Dealer,Petrol,Manual,20.51,998,67.04,5,375000
Honda City,Honda,City,5,50000,Dealer,Diesel,Manual,26.0,1498,98.6,5,889000
Maruti Swift,Maruti,Swift,9,112755,Dealer,Diesel,Manual,22.9,1248,74.0,5,485000
Honda City,Honda,City,5,57000,Dealer,Petrol,Manual,17.4,1497,117.3,5,725000
Hyundai Grand,Hyundai,Grand,7,40000,Individual,Petrol,Manual,18.9,1197,82.0,5,500000
Hyundai i20,Hyundai,i20,3,14577,Dealer,Petrol,Manual,18.6,1197,81.83,5,625000
Maruti Swift Dzire,Maruti,Swift Dzire,4,50948,Dealer,Diesel,Automatic,26.59,1248,74.0,5,680000
Hyundai Grand,Hyundai,Grand,3,35000,Individual,Diesel,Manual,24.0,1186,73.97,5,550000
Audi Q7,Audi,Q7,8,28000,Dealer,Diesel,Automatic,12.07,2967,241.4,7,2650000
Toyota Innova,Toyota,Innova,11,195000,Individual,Diesel,Manual,12.8,2494,102.0,8,480000
Honda City,Honda,City,9,55584,Dealer,Petrol,Automatic,15.6,1497,116.3,5,450000
Hyundai Verna,Hyundai,Verna,9,100000,Individual,Diesel,Manual,22.32,1582,126.3,5,360000
Hyundai Verna,Hyundai,Verna,3,40000,Dealer,Petrol,Automatic,17.0,1591,121.3,5,1075000
Hyundai i20,Hyundai,i20,8,34000,Dealer,Diesel,Manual,21.9,1396,88.76,5,325000
Hyundai Grand,Hyundai,Grand,5,28000,Dealer,Petrol,Automatic,18.9,1197,82.0,5,511000
Maruti Celerio,Maruti,Celerio,7,25000,Individual,Petrol,Automatic,23.1,998,67.04,5,298000
Mercedes-Benz E-Class,Mercedes-Benz,E-Class,6,65000,Dealer,Diesel,Automatic,13.0,2987,261.5,5,2490000
Honda City,Honda,City,7,74000,Dealer,Diesel,Manual,26.0,1498,98.6,5,590000
Honda City,Honda,City,6,58058,Dealer,Petrol,Manual,17.4,1497,117.3,5,500000
Maruti Alto,Maruti,Alto,16,100000,Individual,Petrol,Manual,19.7,796,46.3,5,100000
Ford Ecosport,Ford,Ecosport,3,22506,Dealer,Petrol,Manual,17.0,1497,121.31,5,945000
Hyundai Grand,Hyundai,Grand,3,31025,Dealer,Petrol,Automatic,18.9,1197,81.86,5,596000
Maruti Swift,Maruti,Swift,4,85000,Dealer,Diesel,Manual,22.9,1248,74.0,5,615000
Hyundai Verna,Hyundai,Verna,5,53400,Dealer,Petrol,Manual,17.01,1591,121.3,5,675000
Hyundai Verna,Hyundai,Verna,4,30700,Dealer,Diesel,Manual,23.9,1582,126.2,5,925000
Ford Figo,Ford,Figo,7,30000,Individual,Petrol,Manual,15.6,1196,70.02,5,295000
Tata Tiago,Tata,Tiago,4,32100,Individual,Petrol,Manual,23.84,1199,84.0,5,400000
Volkswagen Polo,Volkswagen,Polo,8,60000,Individual,Petrol,Manual,16.47,1198,73.9,5,350000
Tata Safari,Tata,Safari,3,30000,Individual,Diesel,Manual,14.1,2179,153.86,7,1100000
Maruti Wagon R,Maruti,Wagon R,7,85000,Dealer,Petrol,Manual,21.79,998,67.05,5,325000
Maruti Eeco,Maruti,Eeco,2,30000,Individual,Petrol,Manual,15.37,1196,73.0,5,345000
Maruti Alto,Maruti,Alto,13,60000,Individual,Petrol,Manual,19.7,796,46.3,5,150000
Honda WR-V,Honda,WR-V,4,20000,Individual,Petrol,Manual,17.5,1199,88.7,5,850000
Volkswagen Polo,Volkswagen,Polo,6,58111,Dealer,Diesel,Manual,20.14,1498,88.0,5,635000
Toyota Innova,Toyota,Innova,6,63000,Dealer,Diesel,Manual,12.99,2494,100.6,8,1200000
Mahindra XUV500,Mahindra,XUV500,2,46241,Trustmark Dealer,Diesel,Manual,16.0,2179,138.0,7,1575000
Hyundai i10,Hyundai,i10,10,51359,Dealer,Petrol,Manual,19.81,1086,68.05,5,320000
Mercedes-Benz C-Class,Mercedes-Benz,C-Class,10,90000,Dealer,Diesel,Automatic,14.94,2143,204.0,5,1000000
Honda City,Honda,City,7,63000,Individual,Diesel,Manual,26.0,1498,98.6,5,600000
Maruti Ertiga,Maruti,Ertiga,7,55000,Dealer,Diesel,Manual,20.77,1248,88.76,7,500000
Tata Hexa,Tata,Hexa,4,21000,Individual,Diesel,Automatic,17.6,2179,153.86,7,1450000
Hyundai i20,Hyundai,i20,5,42472,Dealer,Petrol,Manual,18.6,1197,81.83,5,590000
BMW 6,BMW,6,1,5945,Dealer,Diesel,Automatic,17.09,1995,188.0,4,5750000
Renault Duster,Renault,Duster,4,40000,Dealer,Petrol,Manual,13.24,1598,102.57,5,690000
Maruti Wagon R,Maruti,Wagon R,6,32000,Individual,Petrol,Manual,20.51,998,67.04,5,320000
Maruti Vitara,Maruti,Vitara,3,20000,Individual,Diesel,Manual,24.3,1248,88.5,5,870000
Mercedes-Benz E-Class,Mercedes-Benz,E-Class,15,57000,Dealer,Petrol,Automatic,9.5,2997,231.1,5,411000
Hyundai Grand,Hyundai,Grand,1,10000,Individual,Petrol,Automatic,20.7,1197,81.86,5,600000
Hyundai Santro,Hyundai,Santro,11,35000,Dealer,LPG,Manual,13.45,1086,62.1,5,230000
Hyundai Verna,Hyundai,Verna,9,42981,Dealer,Diesel,Automatic,22.32,1582,126.32,5,495000
Honda Civic,Honda,Civic,15,80000,Individual,Petrol,Manual,13.5,1799,130.0,5,250000
Volkswagen Polo,Volkswagen,Polo,11,51000,Dealer,Petrol,Manual,16.47,1198,73.9,5,275000
Ford Figo,Ford,Figo,9,35000,Dealer,Petrol,Manual,15.6,1196,70.0,5,245000
Hyundai Verna,Hyundai,Verna,9,96888,Dealer,Diesel,Automatic,22.32,1582,126.3,5,550000
Honda Amaze,Honda,Amaze,6,120000,Individual,Petrol,Manual,18.0,1198,86.7,5,280000
Volkswagen Polo,Volkswagen,Polo,7,17205,Dealer,Petrol,Manual,16.47,1198,74.0,5,450000
Hyundai Grand,Hyundai,Grand,6,46900,Dealer,Petrol,Automatic,18.9,1197,82.0,5,461000
Hyundai i20,Hyundai,i20,7,44000,Dealer,Petrol,Manual,18.5,1197,82.85,5,380000
Hyundai i10,Hyundai,i10,9,56468,Dealer,Petrol,Manual,20.36,1197,78.9,5,268000
Honda Jazz,Honda,Jazz,3,15000,Dealer,Petrol,Automatic,19.0,1199,88.7,5,725000
Maruti Swift,Maruti,Swift,9,120000,Individual,Diesel,Manual,22.9,1248,74.0,5,360000
Hyundai Grand,Hyundai,Grand,5,37400,Individual,Diesel,Manual,24.0,1120,70.0,5,520000
Maruti Swift Dzire,Maruti,Swift Dzire,7,72001,Dealer,Petrol,Manual,19.1,1197,85.8,5,385000
Hyundai i20,Hyundai,i20,4,30000,Dealer,Petrol,Manual,17.0,1197,80.0,5,535000
Tata Harrier,Tata,Harrier,2,20000,Individual,Diesel,Manual,17.0,1956,138.1,5,1700000
Hyundai i20,Hyundai,i20,3,50000,Individual,Petrol,Manual,18.6,1197,81.83,5,700000
Hyundai i20,Hyundai,i20,5,51000,Dealer,Petrol,Manual,18.6,1197,81.83,5,550000
Maruti Wagon R,Maruti,Wagon R,10,41000,Dealer,Petrol,Manual,20.51,998,67.04,5,210000
Mahindra Bolero,Mahindra,Bolero,3,60000,Individual,Diesel,Manual,15.96,2523,62.1,7,750000
Ford Figo,Ford,Figo,3,43266,Dealer,Petrol,Manual,18.16,1196,86.8,5,620000
Hyundai Verna,Hyundai,Verna,13,90000,Individual,Diesel,Manual,16.8,1493,110.0,5,190000
Tata Tigor,Tata,Tigor,3,40000,Individual,Petrol,Manual,20.3,1199,84.0,5,550000
Toyota Innova,Toyota,Innova,8,161823,Dealer,Diesel,Manual,12.99,2494,100.6,8,790000
Maruti Wagon R,Maruti,Wagon R,9,65000,Dealer,Petrol,Manual,18.9,998,67.1,5,265000
Mahindra Scorpio,Mahindra,Scorpio,4,68462,Dealer,Diesel,Manual,15.4,2179,120.0,7,900000
Hyundai i20,Hyundai,i20,9,71000,Dealer,Petrol,Manual,17.0,1197,80.0,5,410000
Hyundai i20,Hyundai,i20,5,39465,Dealer,Petrol,Manual,18.6,1197,81.83,5,625000
Hyundai i10,Hyundai,i10,9,50000,Individual,Petrol,Manual,19.81,1086,68.05,5,230000
Hyundai Creta,Hyundai,Creta,4,68000,Dealer,Diesel,Automatic,17.6,1582,126.2,5,1340000
Maruti Vitara,Maruti,Vitara,4,29000,Dealer,Diesel,Manual,24.3,1248,88.5,5,985000
Lexus ES,Lexus,ES,4,33000,Dealer,Petrol,Automatic,22.37,2487,214.56,5,4100000
Maruti Alto,Maruti,Alto,10,40000,Individual,Petrol,Manual,19.7,796,46.3,5,170000
Maruti Baleno,Maruti,Baleno,4,70000,Individual,Petrol,Manual,21.4,1197,83.1,5,500000
Mahindra Bolero,Mahindra,Bolero,6,120000,Individual,Diesel,Manual,15.96,2523,63.0,9,473000
BMW X3,BMW,X3,4,49000,Dealer,Diesel,Automatic,16.55,2993,258.0,5,3900000
Volvo XC60,Volvo,XC60,9,99000,Dealer,Diesel,Automatic,14.7,1985,163.0,5,1600000
Hyundai Verna,Hyundai,Verna,6,71000,Dealer,Petrol,Manual,17.1,1591,121.3,5,635000
Maruti Ignis,Maruti,Ignis,4,60000,Individual,Petrol,Manual,20.89,1197,81.8,5,530000
Maruti Swift Dzire,Maruti,Swift Dzire,11,50000,Individual,Diesel,Manual,19.3,1248,73.9,5,300000
Honda Amaze,Honda,Amaze,6,59123,Dealer,Petrol,Manual,18.0,1198,86.7,5,475000
Maruti Swift,Maruti,Swift,11,80000,Individual,Diesel,Manual,17.8,1248,75.0,5,270000
Toyota Fortuner,Toyota,Fortuner,7,150000,Dealer,Diesel,Automatic,11.5,2982,169.0,7,1700000
Mercedes-Benz C-Class,Mercedes-Benz,C-Class,9,74352,Dealer,Petrol,Automatic,11.74,1796,186.0,5,775000
Hyundai Grand,Hyundai,Grand,6,39000,Dealer,Petrol,Manual,18.9,1197,82.0,5,410000
Maruti Alto,Maruti,Alto,12,30000,Individual,Petrol,Manual,19.7,796,46.3,5,150000
Ford Ecosport,Ford,Ecosport,2,19925,Individual,Diesel,Manual,23.0,1498,98.96,5,949000
Toyota Innova,Toyota,Innova,10,76325,Dealer,Diesel,Manual,12.8,2494,102.0,7,560000
BMW 5,BMW,5,2,9000,Dealer,Diesel,Automatic,22.48,1995,187.74,5,5000000
Hyundai i10,Hyundai,i10,7,62000,Dealer,Petrol,Manual,20.36,1197,78.9,5,310000
Maruti Vitara,Maruti,Vitara,4,38000,Dealer,Diesel,Manual,24.3,1248,88.5,5,800000
Maruti Swift,Maruti,Swift,5,36000,Dealer,Petrol,Manual,20.4,1197,81.8,5,421000
Maruti XL6,Maruti,XL6,1,14000,Dealer,Petrol,Manual,19.01,1462,103.2,6,1150000
Hyundai i20,Hyundai,i20,5,50000,Individual,Diesel,Manual,22.54,1396,88.73,5,650000
Maruti Swift Dzire,Maruti,Swift Dzire,9,55000,Dealer,Diesel,Manual,19.3,1248,73.9,5,325000
BMW 3,BMW,3,13,94603,Dealer,Petrol,Automatic,10.9,2497,215.0,5,650000
Skoda Rapid,Skoda,Rapid,4,20125,Dealer,Diesel,Manual,20.5,1598,103.5,5,800000
Mahindra Thar,Mahindra,Thar,4,42000,Dealer,Diesel,Manual,16.55,2498,105.0,6,795000
Maruti Swift Dzire,Maruti,Swift Dzire,8,90000,Individual,Diesel,Manual,23.4,1248,74.0,5,475000
Toyota Innova,Toyota,Innova,8,76000,Dealer,Diesel,Manual,12.99,2494,100.6,8,995000
Ford Figo,Ford,Figo,11,135000,Individual,Diesel,Manual,20.0,1399,68.0,5,160000
Honda Amaze,Honda,Amaze,8,50000,Dealer,Diesel,Manual,25.8,1498,98.6,5,340000
Maruti Alto,Maruti,Alto,2,5000,Individual,Petrol,Manual,24.7,796,47.3,5,300000
Ford Ecosport,Ford,Ecosport,6,64000,Dealer,Petrol,Manual,15.8,1499,110.0,5,470000
Hyundai i20,Hyundai,i20,4,30000,Individual,Petrol,Manual,18.6,1197,81.83,5,635000
Datsun RediGO,Datsun,RediGO,3,10400,Individual,Petrol,Manual,22.5,999,67.0,5,300000
Mahindra XUV500,Mahindra,XUV500,6,68200,Dealer,Diesel,Manual,16.0,2179,140.0,7,1250000
Maruti Swift,Maruti,Swift,10,80000,Individual,Diesel,Manual,22.9,1248,74.0,5,350000
Jeep Compass,Jeep,Compass,2,29000,Dealer,Petrol,Manual,16.0,1368,160.0,5,1430000
Land Rover Rover,Land Rover,Rover,9,158648,Dealer,Diesel,Automatic,11.49,4367,335.3,5,4000000
Maruti Eeco,Maruti,Eeco,3,14000,Individual,CNG,Manual,21.94,1196,61.7,5,375000
Honda Amaze,Honda,Amaze,3,26718,Dealer,Diesel,Manual,24.7,1498,98.63,5,935000
BMW X3,BMW,X3,7,65000,Dealer,Diesel,Automatic,18.56,1995,187.7,5,1725000
Honda City,Honda,City,2,9000,Individual,Diesel,Manual,25.6,1498,97.9,5,1300000
Honda City,Honda,City,4,50000,Individual,Petrol,Manual,17.14,1497,117.6,5,1050000
Hyundai Creta,Hyundai,Creta,3,10000,Individual,Petrol,Manual,15.8,1591,121.3,5,995000
Renault KWID,Renault,KWID,1,4000,Individual,Petrol,Manual,25.17,799,53.3,5,429000
Hyundai Verna,Hyundai,Verna,9,85000,Dealer,Diesel,Manual,22.32,1582,126.32,5,450000
Maruti Ertiga,Maruti,Ertiga,8,120000,Individual,Diesel,Manual,20.77,1248,88.8,7,460000
Hyundai Grand,Hyundai,Grand,4,60000,Individual,Petrol,Manual,18.9,1197,82.0,5,380000
Hyundai Creta,Hyundai,Creta,6,76000,Dealer,Diesel,Manual,19.67,1582,126.2,5,800000
Maruti Alto,Maruti,Alto,8,26200,Dealer,Petrol,Manual,22.74,796,47.3,5,235000
Maruti Swift Dzire,Maruti,Swift Dzire,6,190000,Individual,Diesel,Manual,26.59,1248,74.0,5,500000
Tata Tiago,Tata,Tiago,4,11500,Dealer,Petrol,Automatic,23.84,1199,83.83,5,535000
Mahindra Scorpio,Mahindra,Scorpio,4,45023,Dealer,Diesel,Manual,15.4,2179,120.0,7,1249000
Hyundai i10,Hyundai,i10,9,41000,Dealer,Petrol,Automatic,19.2,1197,80.0,5,385000
Ford Figo,Ford,Figo,11,80000,Individual,Petrol,Manual,15.6,1196,70.0,5,150000
Maruti Ertiga,Maruti,Ertiga,4,35000,Individual,Diesel,Manual,24.52,1248,88.5,7,950000
Ford Figo,Ford,Figo,11,104433,Dealer,Petrol,Manual,15.6,1196,70.0,5,285000
Hyundai Santro,Hyundai,Santro,10,74000,Dealer,LPG,Manual,13.45,1086,62.1,5,250000
Ford Figo,Ford,Figo,9,110000,Individual,Diesel,Manual,20.0,1399,68.0,5,195000
Honda Amaze,Honda,Amaze,2,12000,Individual,Petrol,Manual,19.5,1199,88.76,5,670000
Hyundai i20,Hyundai,i20,8,90000,Individual,Diesel,Manual,21.9,1396,88.76,5,300000
Hyundai Verna,Hyundai,Verna,11,100000,Individual,Petrol,Manual,16.2,1599,103.2,5,300000
Maruti Baleno,Maruti,Baleno,5,14500,Dealer,Petrol,Manual,21.4,1197,83.1,5,560000
Maruti Ciaz,Maruti,Ciaz,6,63000,Dealer,Diesel,Manual,28.09,1248,88.5,5,595000
Mercedes-Benz S-Class,Mercedes-Benz,S-Class,9,30000,Dealer,Diesel,Automatic,13.5,2987,254.79,5,3300000
Mercedes-Benz S-Class,Mercedes-Benz,S-Class,6,19500,Dealer,Diesel,Automatic,13.5,2987,254.79,5,5700000
Mahindra Bolero,Mahindra,Bolero,10,46000,Individual,Diesel,Manual,13.6,2523,63.0,7,340000
Maruti Ciaz,Maruti,Ciaz,3,19850,Dealer,Diesel,Manual,28.09,1248,88.5,5,799000
Mercedes-Benz E-Class,Mercedes-Benz,E-Class,7,10000,Individual,Diesel,Automatic,13.0,2143,201.1,5,3600000
Maruti Swift,Maruti,Swift,7,87600,Dealer,Diesel,Manual,25.2,1248,74.0,5,465000
Maruti Ertiga,Maruti,Ertiga,8,50000,Dealer,Diesel,Manual,24.2,1498,93.87,7,550000
Maruti Swift,Maruti,Swift,7,62500,Dealer,Diesel,Manual,25.2,1248,74.0,5,485000
Mahindra XUV500,Mahindra,XUV500,6,43000,Dealer,Diesel,Manual,15.1,2179,140.0,7,849000
Hyundai i20,Hyundai,i20,5,22000,Dealer,Petrol,Manual,18.6,1197,81.83,5,549000
BMW X1,BMW,X1,4,40100,Dealer,Diesel,Automatic,20.68,1995,188.0,5,2499000
Mahindra Scorpio,Mahindra,Scorpio,9,115000,Dealer,Diesel,Manual,12.05,2179,120.0,8,615000
Hyundai i20,Hyundai,i20,4,28056,Dealer,Petrol,Manual,18.6,1197,81.83,5,576000
Maruti Swift Dzire,Maruti,Swift Dzire,3,12000,Individual,Petrol,Automatic,22.0,1197,81.8,5,800000
Toyota Fortuner,Toyota,Fortuner,7,77000,Dealer,Diesel,Manual,12.55,2982,168.5,7,1500000
Hyundai i20,Hyundai,i20,8,37900,Dealer,Diesel,Manual,21.9,1396,88.8,5,435000
Honda Amaze,Honda,Amaze,4,51000,Dealer,Petrol,Manual,17.8,1198,86.7,5,485000
Toyota Fortuner,Toyota,Fortuner,7,46000,Dealer,Diesel,Automatic,12.55,2982,168.5,7,1625000
Hyundai Grand,Hyundai,Grand,7,49000,Dealer,Petrol,Automatic,18.9,1197,82.0,5,425000
Hyundai Verna,Hyundai,Verna,8,90000,Individual,Diesel,Manual,22.32,1582,126.32,5,520000
Tata Tiago,Tata,Tiago,5,17500,Individual,Diesel,Manual,27.28,1047,69.0,5,400000
Hyundai Verna,Hyundai,Verna,5,75000,Dealer,Diesel,Automatic,19.08,1582,126.2,5,650000
MG Hector,MG,Hector,2,8500,Dealer,Petrol,Automatic,13.96,1451,141.0,5,1855000
Hyundai i20,Hyundai,i20,5,64000,Individual,Diesel,Manual,22.54,1396,88.73,5,535000
Hyundai i20,Hyundai,i20,3,18000,Individual,Petrol,Manual,18.6,1197,81.83,5,650000
Hyundai i10,Hyundai,i10,9,30448,Dealer,Petrol,Manual,20.36,1197,78.9,5,288000
Mahindra XUV500,Mahindra,XUV500,8,73000,Dealer,Diesel,Manual,15.1,2179,140.0,7,675000
Hyundai Verna,Hyundai,Verna,5,40125,Dealer,Petrol,Manual,17.01,1591,121.3,5,725000
Renault KWID,Renault,KWID,6,5000,Individual,Petrol,Manual,25.17,799,53.3,5,250000
Skoda Superb,Skoda,Superb,5,56000,Dealer,Diesel,Automatic,18.19,1968,174.5,5,1875000
Maruti Swift Dzire,Maruti,Swift Dzire,6,53000,Dealer,Diesel,Manual,26.59,1248,74.0,5,460000
Hyundai i10,Hyundai,i10,4,32000,Individual,Petrol,Manual,19.81,1086,68.05,5,410000
Volkswagen Vento,Volkswagen,Vento,9,57500,Dealer,Petrol,Automatic,14.4,1598,103.6,5,350000
Datsun RediGO,Datsun,RediGO,4,30000,Individual,Petrol,Manual,22.7,799,53.64,5,275000
Tata Tiago,Tata,Tiago,4,39871,Dealer,Petrol,Manual,23.84,1199,84.0,5,460000
Maruti Swift,Maruti,Swift,8,64529,Dealer,Petrol,Manual,18.6,1197,85.8,5,400000
Maruti Swift Dzire,Maruti,Swift Dzire,3,32000,Dealer,Diesel,Manual,19.3,1248,73.9,5,675000
Hyundai i10,Hyundai,i10,10,40000,Individual,Petrol,Manual,20.36,1197,78.9,5,350000
Tata Nexon,Tata,Nexon,2,24000,Dealer,Diesel,Manual,21.5,1497,108.5,5,900000
Maruti Eeco,Maruti,Eeco,6,37000,Dealer,Petrol,Manual,15.37,1196,73.0,5,265000
Hyundai Grand,Hyundai,Grand,5,28500,Dealer,Petrol,Manual,18.9,1197,82.0,5,535000
Maruti Wagon R,Maruti,Wagon R,11,45154,Dealer,LPG,Manual,17.3,1061,57.5,5,240000
Maruti Ciaz,Maruti,Ciaz,4,55000,Dealer,Diesel,Manual,26.21,1248,88.5,5,715000
Hyundai Venue,Hyundai,Venue,2,10000,Individual,Petrol,Automatic,18.15,998,118.35,5,1100000
BMW 6,BMW,6,8,34000,Dealer,Diesel,Automatic,9.52,2993,313.0,4,3499000
Hyundai i20,Hyundai,i20,9,42000,Dealer,Diesel,Manual,21.9,1396,90.0,5,275000
Maruti Swift Dzire,Maruti,Swift Dzire,3,15000,Individual,Petrol,Automatic,21.21,1197,81.8,5,680000
Mahindra XUV500,Mahindra,XUV500,7,178000,Individual,Diesel,Manual,15.1,2179,140.0,7,950000
Toyota Innova,Toyota,Innova,8,120000,Individual,Diesel,Manual,12.99,2494,100.6,7,1000000
Hyundai Verna,Hyundai,Verna,4,50000,Dealer,Diesel,Automatic,22.32,1582,126.32,5,880000
Hyundai i20,Hyundai,i20,5,70000,Individual,Petrol,Manual,18.6,1197,81.83,5,450000
Audi A4,Audi,A4,5,55000,Dealer,Petrol,Automatic,17.84,1395,147.51,5,1851000
Maruti Baleno,Maruti,Baleno,15,43000,Individual,Petrol,Manual,15.4,1590,94.0,5,120000
Maruti Eeco,Maruti,Eeco,4,32000,Dealer,CNG,Manual,20.88,1196,61.7,5,345000
Maruti Alto,Maruti,Alto,3,20000,Individual,Petrol,Manual,23.95,998,67.05,5,360000
Hyundai Verna,Hyundai,Verna,8,80000,Individual,Diesel,Manual,22.32,1582,126.32,5,800000
Renault Duster,Renault,Duster,6,37639,Dealer,Diesel,Manual,19.87,1461,83.8,5,625000
Maruti Alto,Maruti,Alto,6,77000,Individual,Petrol,Manual,23.95,998,67.05,5,245000
Maruti Swift Dzire,Maruti,Swift Dzire,7,55837,Dealer,Petrol,Manual,17.5,1197,85.8,5,415000
Honda Amaze,Honda,Amaze,6,72000,Dealer,Diesel,Manual,25.8,1498,98.6,5,425000
Maruti Alto,Maruti,Alto,4,20000,Individual,Petrol,Manual,24.7,796,47.3,5,250000
Honda Jazz,Honda,Jazz,4,78000,Dealer,Diesel,Manual,27.3,1498,98.6,5,635000
Renault KWID,Renault,KWID,4,35000,Dealer,Petrol,Automatic,24.04,999,67.0,5,349000
Lexus NX,Lexus,NX,3,7622,Dealer,Petrol,Automatic,18.32,2499,194.3,5,6400000
Maruti Swift Dzire,Maruti,Swift Dzire,3,18000,Dealer,Diesel,Automatic,28.4,1248,74.02,5,775000
Audi A4,Audi,A4,4,40000,Individual,Petrol,Automatic,17.84,1395,147.51,5,3100000
Honda City,Honda,City,2,21000,Dealer,Diesel,Manual,25.6,1498,97.9,5,1050000
BMW 5,BMW,5,9,72133,Dealer,Diesel,Automatic,16.73,2993,218.0,5,1675000
Maruti Wagon R,Maruti,Wagon R,9,83000,Dealer,Petrol,Manual,18.9,998,67.1,5,285000
Mahindra Bolero,Mahindra,Bolero,7,90000,Individual,Diesel,Manual,15.96,2523,62.1,7,500000
Mercedes-Benz C-Class,Mercedes-Benz,C-Class,10,88002,Dealer,Diesel,Automatic,15.8,2143,170.0,5,1325000
Hyundai i20,Hyundai,i20,3,8000,Dealer,Petrol,Manual,18.6,1197,81.83,5,690000
Hyundai Creta,Hyundai,Creta,6,52000,Dealer,Diesel,Manual,21.38,1396,88.7,5,925000
Hyundai i10,Hyundai,i10,5,50000,Individual,Petrol,Manual,19.81,1086,68.05,5,428000
Hyundai Verna,Hyundai,Verna,8,90000,Dealer,Diesel,Manual,22.32,1582,126.3,5,530000
Skoda Rapid,Skoda,Rapid,8,42605,Dealer,Petrol,Manual,15.0,1598,103.5,5,520000
Hyundai i20,Hyundai,i20,10,40434,Dealer,Petrol,Manual,17.0,1197,80.0,5,450000
Honda Amaze,Honda,Amaze,8,51112,Dealer,Petrol,Automatic,15.5,1198,86.7,5,295000
Maruti Alto,Maruti,Alto,12,22000,Individual,Petrol,Manual,19.7,796,46.3,5,140000
Hyundai i10,Hyundai,i10,10,61000,Dealer,Petrol,Automatic,16.95,1197,78.9,5,260000
Mahindra Scorpio,Mahindra,Scorpio,12,178000,Individual,Diesel,Manual,12.05,2179,120.0,7,325000
Toyota Innova,Toyota,Innova,4,54226,Dealer,Diesel,Manual,13.68,2393,147.8,7,1700000
Maruti Baleno,Maruti,Baleno,3,38000,Individual,Petrol,Manual,21.4,1197,83.1,5,515000
Maruti Swift Dzire,Maruti,Swift Dzire,9,14000,Dealer,Diesel,Manual,28.4,1248,74.02,5,450000
Maruti Vitara,Maruti,Vitara,4,160000,Individual,Diesel,Manual,24.3,1248,88.5,5,795000
Mercedes-Benz GLS,Mercedes-Benz,GLS,3,28000,Dealer,Petrol,Automatic,8.9,2996,333.0,7,6950000
Toyota Innova,Toyota,Innova,7,200000,Individual,Diesel,Manual,12.99,2494,100.6,7,690000
Hyundai i10,Hyundai,i10,7,70000,Individual,Petrol,Manual,20.36,1197,78.9,5,220000
Hyundai i20,Hyundai,i20,3,39000,Dealer,Petrol,Manual,18.6,1197,81.83,5,795000
Honda Amaze,Honda,Amaze,2,9800,Dealer,Petrol,Automatic,18.3,1199,88.76,5,750000
Hyundai Grand,Hyundai,Grand,3,24200,Individual,Petrol,Manual,18.9,1197,81.86,5,600000
Mahindra Scorpio,Mahindra,Scorpio,10,88000,Dealer,Diesel,Manual,13.5,2179,115.0,5,499000
Maruti Wagon R,Maruti,Wagon R,9,65000,Dealer,Petrol,Manual,18.9,998,67.1,5,276000
Volkswagen Polo,Volkswagen,Polo,7,18520,Dealer,Petrol,Manual,16.2,1199,74.0,5,465000
Honda Jazz,Honda,Jazz,4,34633,Dealer,Petrol,Automatic,18.2,1199,88.7,5,625000
Renault KWID,Renault,KWID,3,12000,Individual,Petrol,Manual,25.17,799,53.3,5,330000
Toyota Innova,Toyota,Innova,5,90000,Individual,Diesel,Automatic,11.36,2755,171.5,7,1775000
Hyundai Grand,Hyundai,Grand,6,21000,Dealer,Petrol,Manual,18.9,1197,82.0,5,505000
Maruti Alto,Maruti,Alto,4,10000,Individual,Petrol,Manual,24.7,796,47.3,5,321000
Hyundai Verna,Hyundai,Verna,3,16500,Dealer,Petrol,Manual,17.43,1396,105.5,5,771000
Maruti Swift,Maruti,Swift,8,73000,Individual,Diesel,Manual,22.9,1248,74.0,5,350000
Maruti Ignis,Maruti,Ignis,3,10000,Individual,Petrol,Manual,20.89,1197,81.8,5,470000
Volkswagen Vento,Volkswagen,Vento,8,75000,Dealer,Diesel,Manual,20.54,1598,103.6,5,365000
Hyundai Creta,Hyundai,Creta,4,40000,Individual,Diesel,Manual,19.67,1582,126.2,5,1250000
Maruti Celerio,Maruti,Celerio,6,43000,Dealer,CNG,Manual,31.79,998,58.2,5,435000
Maruti Ciaz,Maruti,Ciaz,5,100000,Individual,Diesel,Manual,28.09,1248,88.5,5,650000
Honda City,Honda,City,4,45000,Dealer,Petrol,Automatic,18.0,1497,117.3,5,990000
Mahindra XUV500,Mahindra,XUV500,5,110000,Individual,Diesel,Automatic,16.0,2179,140.0,7,1025000
Hyundai i10,Hyundai,i10,4,9000,Individual,Petrol,Manual,19.81,1086,68.05,5,375000
Mercedes-Benz GL-Class,Mercedes-Benz,GL-Class,3,20000,Dealer,Diesel,Automatic,17.9,2143,167.6,5,5100000
Maruti Alto,Maruti,Alto,6,35000,Individual,Petrol,Manual,23.95,998,67.05,5,275000
Tata Safari,Tata,Safari,9,77450,Dealer,Diesel,Manual,13.93,2179,138.03,7,349000
Maruti Swift Dzire,Maruti,Swift Dzire,10,80000,Individual,Petrol,Manual,17.5,1298,85.8,5,310000
Maruti Baleno,Maruti,Baleno,3,25000,Individual,Diesel,Manual,27.39,1248,74.0,5,825000
Hyundai i20,Hyundai,i20,3,25656,Individual,Petrol,Manual,17.19,1197,81.86,5,650000
Maruti Ciaz,Maruti,Ciaz,4,45000,Dealer,Diesel,Manual,28.09,1248,88.5,5,631000
